Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc	Zw	Zwc	Layer_number
647	21607.7	20226.1	21607.9	20224.2	1224.59387	8290.67285	332.18686	0.15846	0.90807	1350.15125	8727.58594	298	1	21	1	452.759	449.01800000000003	726.81593	14.42504	21607.7	20226.1	21607.9	20224.2	452.8	452.8	1
647	20558.4	20802.8	20558.6	20800.8	2907.90503	17833.29883	316.13333	0.51786	0.8655700000000001	1453.67651	18389.85156	301	1	30	1	456.853	453.05400000000003	1563.38646	7.01846	20558.4	20802.8	20558.6	20800.8	456.9	456.9	1
647	21228.2	21087.5	21228.5	21085.6	620.526	5932.896970000001	406.36307	0.47322	1.96554	1364.32837	6389.71875	302	1	27	1	199.045	195.22799999999998	520.1175	28.67515	21228.2	21087.5	21228.5	21085.6	199.0	199.0	1
647	21068.4	20286.3	21068.6	20284.3	2356.4484899999998	14198.65527	313.29764	0.8282799999999999	1.37263	1432.91016	14622.40625	303	1	21	1	359.986	356.19	1244.74925	8.32432	21068.4	20286.3	21068.6	20284.3	360.0	360.0	1
647	20796.6	21058.3	20796.8	21056.3	1907.25403	17703.23242	390.48746	0.6664399999999999	1.5611700000000002	1327.82947	18217.74219	305	1	32	1	253.16099999999997	249.41	1551.98397	9.736180000000001	20796.6	21058.3	20796.8	21056.3	253.2	253.2	1
647	21333.1	20271.1	21333.3	20269.1	2034.3952600000002	15131.56152	348.035	0.83911	0.9745799999999999	1750.3527800000002	15724.71094	311	1	23	1	438.43199999999996	434.816	1326.53406	10.14093	21333.1	20271.1	21333.3	20269.1	438.4	438.4	1
647	20703.2	20955.4	20703.4	20953.3	1715.00073	14344.99902	365.10452000000004	0.46547	1.46916	1420.26196	15030.5	315	1	15	1	296.73400000000004	293.207	1257.5787300000002	10.67345	20703.2	20955.4	20703.4	20953.3	296.7	296.7	1
647	21237.7	20157.1	21238.0	20155.0	2364.19629	18058.97656	352.45523	0.20761	0.73364	1351.19849	18423.49219	318	1	24	1	514.163	510.70300000000003	1583.1708800000001	8.10282	21237.7	20157.1	21238.0	20155.0	514.2	514.2	1
647	20713.8	20371.2	20714.1	20368.9	1314.8300800000002	8041.05908	315.67852999999997	0.41283000000000003	1.10214	1358.4362800000001	8413.625	329	1	23	1	404.965	401.751	704.9331099999999	13.57225	20713.8	20371.2	20714.1	20368.9	405.0	405.0	1
647	21304.8	21294.9	21305.1	21292.6	1191.36914	7233.052729999999	313.15521	1.21094	1.5841100000000001	1363.3739	7640.17578	331	1	21	1	333.98199999999997	330.814	634.09786	14.73805	21304.8	21294.9	21305.1	21292.6	334.0	334.0	1
647	20696.6	20558.6	20696.9	20556.3	772.40662	6300.04883	363.22388	1.3850200000000001	1.09584	1249.52246	6757.085940000001	334	1	31	1	388.8	385.699	552.30449	21.13318	20696.6	20558.6	20696.9	20556.3	388.8	388.8	1
647	20905.3	20243.9	20905.5	20241.5	2106.91309	16079.12109	352.6662	0.9859399999999999	1.1095899999999999	1414.42444	16788.20313	341	1	40	1	390.20599999999996	387.26099999999997	1409.60349	9.095410000000001	20905.3	20243.9	20905.5	20241.5	390.2	390.2	1
647	21374.7	20134.2	21374.9	20131.7	760.5061599999999	8938.25293	442.12039000000004	1.07229	0.4501	1348.48499	9340.47656	343	1	22	1	651.98	649.08	783.5871400000001	22.71309	21374.7	20134.2	21374.9	20131.7	652.0	652.0	1
647	20660.1	20593.9	20660.4	20591.4	625.0933200000001	3219.16968	290.51373	1.415	1.02732	1246.39685	3312.07813	346	1	22	1	420.426	417.594	282.21398	26.09921	20660.1	20593.9	20660.4	20591.4	420.4	420.4	1
647	21336.3	21404.6	21336.6	21402.2	616.97589	4053.2063	321.81802000000005	1.4308299999999998	1.81309	1275.68201	4369.49219	347	1	30	1	303.762	300.952	355.33122000000003	25.71111	21336.3	21404.6	21336.6	21402.2	303.8	303.8	1
647	21700.8	20427.0	21701.1	20424.5	847.29675	5133.146	314.11191	0.47481	1.10257	1412.01831	5494.10156	348	1	28	1	404.965	402.17699999999996	450.00597	20.5965	21700.8	20427.0	21701.1	20424.5	405.0	405.0	1
647	21430.0	21420.1	21430.3	21417.5	1556.39978	9663.1084	318.08725	0.49854	0.83935	1421.4638699999998	9909.27344	353	1	24	1	463.676	461.0	847.1328300000001	11.88749	21430.0	21420.1	21430.3	21417.5	463.7	463.7	1
