Channel Name	X	Y	Xc	Yc	Height	Area	Width	Phi	Ax	BG	I	Frame	Length	Link	Valid	Z	Zc	Photons	Lateral Localization Accuracy	Xw	Yw	Xwc	Ywc	Zw	Zwc
405/647	21055.6	20452.2	21103.5	20459.0	561.10016	11455.93750	285.28049	1.41797	1.06575	486.41339	11101.33008	1482	2	8	1	-30	-26.2123	1004.30424	7.53013	21055.6	20452.2	21103.5	20459.0	-30.0	-30.0
405/647	23000.2	26429.7	23049.0	26436.7	934.50226	6764.18799	343.46121	0.66508	1.23723	486.80460	6262.88477	1517	1	1	1	-114	-109.628	592.99404	12.52294	23000.2	26429.7	23049.0	26436.7	-114.0	-114.0
405/647	21262.6	12918.8	21311.4	12925.8	850.03857	6248.12109	346.11102	0.13900	0.73829	476.75797	6268.47168	1518	1	1	1	109	113.388	547.75216	13.45625	21262.6	12918.8	21311.4	12925.8	109.0	109.0
405/647	23000.3	26398.6	23049.2	26405.6	1329.10022	8595.13770	324.64417	0.17621	1.05322	507.09381	8200.32520	1520	1	2	1	-28	-23.5783	753.50736	9.54435	23000.3	26398.6	23049.2	26405.6	-28.0	-28.0
405/647	22655.1	25888.5	22703.9	25895.5	1102.51892	37577.50781	378.93161	0.25771	1.62427	452.13489	37651.43359	1520	4	6	1	-259	-254.578	3294.29610	5.47748	22655.1	25888.5	22703.9	25895.5	-259.0	-259.0
405/647	21362.4	23951.9	21411.2	23958.9	514.06384	18806.96484	318.30185	0.38997	0.82757	464.79712	18273.28906	1526	4	4	1	50	54.5218	1648.74454	7.37375	21362.4	23951.9	21411.2	23958.9	50.0	50.0
405/647	21717.4	12419.9	21766.3	12426.9	725.61700	9359.57617	324.96765	0.15712	1.13533	487.47217	9072.39160	1556	2	2	1	-58	-52.9777	820.52316	11.02421	21717.4	12419.9	21766.3	12426.9	-58.0	-58.0
405/647	22460.5	25896.5	22509.4	25903.5	740.73468	21938.21094	353.11728	0.55600	0.78266	442.56097	21107.60938	1559	4	1	1	103	108.072	1923.25056	7.56918	22460.5	25896.5	22509.4	25903.5	103.0	103.0
405/647	20469.2	20162.9	20518.1	20169.9	769.17303	4509.44238	309.10742	0.86808	1.43420	453.50540	4414.36523	1561	1	0	1	-120	-114.894	395.32793	14.42689	20469.2	20162.9	20518.1	20169.9	-120.0	-120.0
405/647	20827.9	22513.2	20876.7	22520.2	656.92212	39142.40234	445.48923	1.01212	0.62334	496.44675	37943.86719	1562	4	3	1	265	270.122	3431.48524	7.12488	20827.9	22513.2	20876.7	22520.2	265.0	265.0
405/647	21077.2	13508.1	21126.1	13515.1	930.16388	5685.28369	315.61411	0.39355	1.29194	493.92532	5623.86670	1565	1	5	1	-97	-91.8276	498.41006	12.65838	21077.2	13508.1	21126.1	13515.1	-97.0	-97.0
405/647	20849.8	22507.4	20898.6	22514.4	717.32611	5892.84668	365.90158	0.29193	0.68245	514.55579	5599.54688	1567	1	4	1	152	157.206	516.60642	15.95555	20849.8	22507.4	20898.6	22514.4	152.0	152.0
405/647	21029.3	23348.2	21078.1	23355.2	791.70013	4782.09814	313.75375	0.25693	1.04049	464.41666	4481.58350	1571	1	1	1	-23	-17.7275	419.23076	14.19002	21029.3	23348.2	21078.1	23355.2	-23.0	-23.0
405/647	20994.9	20929.7	21043.8	20936.7	825.74213	22084.57422	334.14227	0.51569	0.99331	496.18399	20670.19727	1581	3	1	1	-2	3.43935	1936.08174	6.48949	20994.9	20929.7	21043.8	20936.7	-2.0	-2.0
405/647	22335.0	25859.4	22383.8	25866.4	632.96246	4758.07373	350.01498	0.83321	0.87371	447.23660	4402.08496	1588	1	7	1	64	69.5561	417.12462	16.90541	22335.0	25859.4	22383.8	25866.4	64.0	64.0
405/647	21224.6	12847.3	21273.4	12854.3	1040.25354	23304.47852	465.59067	1.08354	0.61185	485.07001	21884.70313	1592	2	1	1	289	294.623	2043.02673	9.28683	21224.6	12847.3	21273.4	12854.3	289.0	289.0
405/647	21567.5	12512.3	21616.3	12519.3	1453.18091	7743.29004	294.68835	1.04565	1.14225	530.08966	8594.87305	1592	1	4	1	-48	-42.3771	678.82868	9.04043	21567.5	12512.3	21616.3	12519.3	-48.0	-48.0
405/647	20527.6	20567.0	20576.4	20574.0	1514.71448	9414.93652	318.27560	0.21162	1.23608	479.66251	9010.43750	1608	1	1	1	-85	-79.1102	825.37642	8.49011	20527.6	20567.0	20576.4	20574.0	-85.0	-85.0
405/647	19955.6	17667.5	20004.4	17674.5	508.07690	12533.86523	412.14523	0.97422	0.66285	483.75555	12079.11133	1617	2	6	1	217	223.04	1098.80260	12.83751	19955.6	17667.5	20004.4	17674.5	217.0	217.0
405/647	21513.8	12544.3	21562.7	12551.3	888.08875	26434.52734	341.92697	0.53550	0.86464	493.59717	24820.21094	1619	3	3	1	58	64.0733	2317.42778	5.81207	21513.8	12544.3	21562.7	12551.3	58.0	58.0
405/647	20563.3	20534.0	20612.1	20540.9	844.85931	5714.33838	332.00974	0.06313	1.33999	539.95844	5468.03955	1624	1	4	1	-128	-121.843	500.95719	14.13205	20563.3	20534.0	20612.1	20540.9	-128.0	-128.0
405/647	20908.7	22325.5	20957.5	22332.5	636.05731	3549.90088	301.59213	0.77554	1.15793	458.25525	3330.61865	1630	1	3	1	-54	-47.7288	311.20810	17.03587	20908.7	22325.5	20957.5	22332.5	-54.0	-54.0
405/647	21352.9	12850.9	21401.8	12857.9	1057.65601	33378.66406	328.84570	0.25868	0.94840	477.28363	32258.54297	1633	5	1	1	14	20.3429	2926.19733	5.24183	21352.9	12850.9	21401.8	12857.9	14.0	14.0
405/647	21341.2	12844.0	21390.1	12851.0	2041.34485	11478.14063	302.71756	0.74063	0.96584	547.47693	12036.20801	1664	1	0	1	-3	4.08349	1006.25071	7.01994	21341.2	12844.0	21390.1	12851.0	-3.0	-3.0
405/647	21520.5	12522.4	21569.4	12529.4	1182.67419	46734.64063	334.74216	0.16386	0.82449	492.50107	44941.98438	1667	7	2	1	66	73.1552	4097.07172	4.60556	21520.5	12522.4	21569.4	12529.4	66.0	66.0
405/647	20985.3	22719.9	21034.1	22726.9	1152.14111	6849.41113	311.26755	0.46677	1.23141	469.99417	6858.14600	1686	1	4	1	-78	-70.3909	600.46527	10.47029	20985.3	22719.9	21034.1	22726.9	-78.0	-78.0
405/647	20442.9	20010.0	20491.7	20017.0	771.81604	34645.96094	314.82547	0.21313	1.04557	470.84116	33830.70313	1686	7	7	1	-25	-17.3909	3037.29706	5.26455	20442.9	20010.0	20491.7	20017.0	-25.0	-25.0
405/647	20196.8	15565.7	20245.6	15572.7	634.27905	3836.62134	313.97446	0.79818	0.74744	523.28479	3604.88110	1688	1	3	1	72	79.6569	336.34393	17.91939	20196.8	15565.7	20245.6	15572.7	72.0	72.0
405/647	20018.0	17799.1	20066.8	17806.1	717.49683	4073.72900	304.19083	0.73322	1.22790	490.45322	3987.66992	1689	1	3	1	-73	-65.3193	357.13038	15.73618	20018.0	17799.1	20066.8	17806.1	-73.0	-73.0
405/647	21730.9	12349.2	21779.7	12356.2	690.91589	3894.63818	303.09656	0.68980	1.10521	482.77249	3600.68750	1691	1	5	1	-41	-33.2715	341.43008	16.16411	21730.9	12349.2	21779.7	12356.2	-41.0	-41.0
405/647	21750.4	12336.2	21799.2	12343.2	842.36603	19278.04883	304.47363	0.62821	1.05337	498.77835	18927.92188	1693	3	4	1	-27	-19.2237	1690.04292	6.25800	21750.4	12336.2	21799.2	12343.2	-27.0	-27.0
405/647	20348.7	14901.9	20397.5	14908.9	692.52832	4162.33301	312.97504	0.54485	0.84163	506.33353	3952.66187	1701	1	1	1	41	48.9674	364.89800	16.40024	20348.7	14901.9	20397.5	14908.9	41.0	41.0
405/647	20420.9	20014.7	20469.8	20021.7	559.56012	12745.37305	289.55402	1.24503	1.11037	486.84421	12752.04492	1710	4	2	1	-40	-31.8176	1117.34480	8.92032	20420.9	20014.7	20469.8	20021.7	-40.0	-40.0
405/647	20425.8	20006.3	20474.7	20013.3	1086.33411	5924.66895	298.13324	0.88734	1.04685	470.69812	5866.54736	1716	1	2	1	-25	-16.6742	519.39618	10.99732	20425.8	20006.3	20474.7	20013.3	-25.0	-25.0
405/647	22373.6	25988.9	22422.5	25995.9	748.97986	23021.36328	356.29605	0.56739	0.76734	468.42239	22337.84180	1718	4	3	1	112	120.374	2018.20695	7.52380	22373.6	25988.9	22422.5	25995.9	112.0	112.0
405/647	21214.9	23355.8	21263.7	23362.8	983.01270	42370.41406	334.09387	0.46784	1.16603	472.88599	39887.10156	1721	6	1	1	-76	-67.5548	3714.47438	4.67445	21214.9	23355.8	21263.7	23362.8	-76.0	-76.0
405/647	20431.7	20131.3	20480.5	20138.3	1171.87903	22404.63672	320.70020	0.01553	1.09629	470.56396	21963.69922	1728	3	1	1	-43	-34.3875	1964.14057	5.91363	20431.7	20131.3	20480.5	20138.3	-43.0	-43.0
405/647	22294.5	25688.0	22343.3	25695.0	1020.11914	22659.54883	335.33484	0.37447	0.88796	515.05560	21676.82813	1728	3	3	1	43	51.6125	1986.48787	6.46721	22294.5	25688.0	22343.3	25695.0	43.0	43.0
405/647	21305.9	12777.6	21354.7	12784.6	1338.91516	21089.73438	344.58609	0.74613	1.21747	496.26019	20146.98828	1729	2	2	1	-108	-99.3636	1848.86742	6.26113	21305.9	12777.6	21354.7	12784.6	-108.0	-108.0
405/647	21346.6	12606.4	21395.5	12613.4	662.73352	6933.03906	412.90714	1.13590	0.68016	480.74576	7085.65039	1734	1	9	1	213	221.756	607.79666	16.63889	21346.6	12606.4	21395.5	12613.4	213.0	213.0
405/647	20177.4	19016.6	20226.2	19023.6	961.83466	18299.50781	337.35794	0.43193	0.88278	468.84473	17380.25000	1743	3	1	1	47	55.9708	1604.25746	7.55609	20177.4	19016.6	20226.2	19023.6	47.0	47.0
405/647	21138.2	21068.6	21187.1	21075.6	566.26105	4618.82227	364.60052	0.33767	1.74125	480.40109	4692.96143	1745	1	3	1	-250	-240.981	404.91691	19.11805	21138.2	21068.6	21187.1	21075.6	-250.0	-250.0
405/647	20149.4	18811.3	20198.2	18818.3	666.50122	19283.75977	343.91397	0.59036	0.86109	497.12543	18842.83594	1747	4	3	1	62	71.0664	1690.54358	8.42871	20149.4	18811.3	20198.2	18818.3	62.0	62.0
405/647	20487.8	20997.9	20536.7	21004.9	529.21118	3122.19409	310.08124	0.47513	0.94005	455.39636	3059.09082	1758	1	4	1	8	17.3292	273.71245	19.93756	20487.8	20997.9	20536.7	21004.9	8.0	8.0
405/647	21443.3	12590.3	21492.1	12597.3	836.50067	5781.29346	335.61349	0.16442	0.81651	495.26389	5607.40283	1760	1	1	1	70	79.377	506.82692	13.82669	21443.3	12590.3	21492.1	12597.3	70.0	70.0
405/647	21047.4	13496.9	21096.2	13503.9	1200.47852	25375.86914	368.71109	0.58512	1.47628	492.05396	24902.30078	1762	3	0	1	-219	-209.575	2224.61871	6.77140	21047.4	13496.9	21096.2	13503.9	-219.0	-219.0
405/647	21440.2	12620.1	21489.1	12627.1	1111.72144	34887.51172	326.74991	0.25828	1.07021	512.15765	34013.29297	1770	5	1	1	-34	-24.3841	3058.47302	5.11746	21440.2	12620.1	21489.1	12627.1	-34.0	-34.0
405/647	22778.5	26085.0	22827.3	26092.0	671.31744	7276.12842	420.28729	0.38775	1.72936	442.25772	6969.98047	1771	1	5	1	-336	-326.36	637.87417	15.96155	22778.5	26085.0	22827.3	26092.0	-336.0	-336.0
405/647	20888.9	13600.6	20937.7	13607.6	1678.11743	32556.55078	311.61014	0.41786	1.20010	484.08981	31691.01953	1776	4	0	1	-70	-60.2408	2854.12537	4.61443	20888.9	13600.6	20937.7	13607.6	-70.0	-70.0
405/647	20888.9	23380.1	20937.8	23387.1	532.25140	3469.61499	325.94345	0.54471	0.71730	454.59134	3323.21631	1824	1	3	1	93	103.906	304.16970	19.80549	20888.9	23380.1	20937.8	23387.1	93.0	93.0
405/647	20402.5	19823.3	20451.4	19830.3	1077.52771	25400.00781	317.93231	0.58598	1.43522	503.62329	24342.97656	1827	4	1	1	-131	-120.022	2226.73486	5.88279	20402.5	19823.3	20451.4	19830.3	-131.0	-131.0
405/647	21109.4	23456.7	21158.2	23463.7	621.62903	16695.76953	419.36166	0.72621	1.63651	470.14532	16301.00977	1831	2	4	1	-325	-313.927	1463.66302	10.21871	21109.4	23456.7	21158.2	23463.7	-325.0	-325.0
405/647	20353.6	19805.6	20402.5	19812.6	1378.21033	47155.62500	358.67975	1.46022	1.01614	495.35693	44822.37891	1834	5	0	1	-3	8.14483	4133.97803	4.60244	20353.6	19805.6	20402.5	19812.6	-3.0	-3.0
405/647	19918.4	17558.6	19967.3	17565.6	846.26074	5367.87451	321.52084	0.18100	0.86337	459.47958	5190.01025	1843	1	1	1	40	51.3598	470.58384	13.36301	19918.4	17558.6	19967.3	17565.6	40.0	40.0
405/647	20737.5	22117.1	20786.4	22124.1	666.72516	5183.63721	355.96222	0.23840	0.71008	434.58063	5254.67822	1845	1	3	1	131	142.408	454.43237	15.99718	20737.5	22117.1	20786.4	22124.1	131.0	131.0
405/647	21899.2	25185.8	21948.0	25192.8	672.36255	7738.30566	433.09305	0.98757	0.63459	468.69965	7236.51221	1845	1	5	1	249	260.408	678.39172	16.27135	21899.2	25185.8	21948.0	25192.8	249.0	249.0
405/647	20765.4	22148.4	20814.2	22155.4	869.23480	21173.28711	325.00818	0.04363	0.90717	461.57202	20686.79688	1847	4	3	1	27	38.4554	1856.19221	6.89176	20765.4	22148.4	20814.2	22155.4	27.0	27.0
405/647	20655.9	13845.6	20704.8	13852.5	645.89514	4008.80225	318.04340	0.42866	0.81720	444.95874	3988.03174	1851	1	3	1	53	64.551	351.43846	16.61471	20655.9	13845.6	20704.8	13852.5	53.0	53.0
405/647	21129.1	23436.6	21177.9	23443.6	908.66992	10775.58594	344.75992	0.64542	1.26306	456.76447	10427.77734	1853	2	4	1	-125	-113.401	944.66006	10.55499	21129.1	23436.6	21177.9	23443.6	-125.0	-125.0
405/647	21863.1	24888.4	21912.0	24895.4	1243.18494	19826.34766	335.02072	0.33305	1.26171	486.54559	19039.72070	1857	2	1	1	-110	-98.3057	1738.11047	6.25860	21863.1	24888.4	21912.0	24895.4	-110.0	-110.0
405/647	20465.4	14619.2	20514.2	14626.2	2166.28906	51233.51953	318.10193	0.10044	1.12234	478.42038	50005.94531	1861	6	0	1	-51	-39.2101	4491.47359	3.73286	20465.4	14619.2	20514.2	14626.2	-51.0	-51.0
405/647	20484.8	14726.3	20533.7	14733.3	1557.90356	17933.47656	433.13373	0.13582	1.82921	452.60898	17618.59570	1867	1	0	1	-363	-351.067	1572.16871	8.11245	20484.8	14726.3	20533.7	14733.3	-363.0	-363.0
405/647	20526.8	14633.1	20575.6	14640.1	1346.52234	14293.60547	313.73627	0.55943	1.35054	464.89825	13789.08789	1868	2	0	1	-108	-96.0429	1253.07322	7.22226	20526.8	14633.1	20575.6	14640.1	-108.0	-108.0
405/647	20342.5	19694.5	20391.3	19701.5	578.93243	20166.03125	338.26529	0.40869	1.27583	474.07706	20106.94727	1869	4	3	1	-119	-107.019	1767.88941	7.75002	20342.5	19694.5	20391.3	19701.5	-119.0	-119.0
405/647	21251.5	23112.0	21300.3	23119.0	919.51917	14303.23828	398.33017	0.99999	1.49879	447.98871	13424.78906	1874	2	5	1	-274	-261.9	1253.91770	10.50736	21251.5	23112.0	21300.3	23119.0	-274.0	-274.0
405/647	20594.1	20603.2	20642.9	20610.2	620.47449	16808.59766	337.38046	0.21866	1.34380	488.24878	16136.56250	1883	3	5	1	-137	-124.685	1473.55429	8.22871	20594.1	20603.2	20642.9	20610.2	-137.0	-137.0
405/647	22289.4	25900.9	22338.2	25907.9	716.47803	4761.08350	329.08759	0.10526	0.80093	442.65030	4427.74268	1888	1	3	1	69	81.4349	417.38848	15.16811	22289.4	25900.9	22338.2	25907.9	69.0	69.0
405/647	21019.3	13152.5	21068.1	13159.5	798.32452	18351.33203	379.27002	0.53559	0.67782	469.93777	18201.77344	1889	3	2	1	171	183.459	1608.80072	9.17752	21019.3	13152.5	21068.1	13159.5	171.0	171.0
405/647	21304.3	23556.7	21353.1	23563.7	888.34814	15294.65137	338.94202	0.06126	1.46753	467.46826	15266.93555	1890	2	3	1	-167	-154.517	1340.83161	7.73833	21304.3	23556.7	21353.1	23563.7	-167.0	-167.0
405/647	20865.8	22179.6	20914.7	22186.6	1514.10596	8752.59863	306.93784	0.60888	1.21062	482.01736	8305.56543	1891	1	1	1	-70	-57.4934	767.31144	8.51538	20865.8	22179.6	20914.7	22186.6	-70.0	-70.0
405/647	19988.2	17889.2	20037.1	17896.2	651.27521	13303.71289	288.32687	1.30154	1.01140	454.48959	13026.28418	1894	3	3	1	-17	-4.42175	1166.29261	7.54083	19988.2	17889.2	20037.1	17896.2	-17.0	-17.0
405/647	20671.7	21838.7	20720.6	21845.7	760.40747	9257.95703	304.58945	0.73761	0.90536	462.66962	9218.51855	1895	2	4	1	16	28.6021	811.61454	9.80613	20671.7	21838.7	20720.6	21845.7	16.0	16.0
405/647	20586.2	14507.6	20635.1	14514.6	988.19556	6246.45947	320.96344	0.15122	1.26044	442.59912	5992.02197	1898	1	1	1	-94	-81.3262	547.60649	11.62216	20586.2	14507.6	20635.1	14514.6	-94.0	-94.0
405/647	21236.0	12909.8	21284.9	12916.8	1081.02942	14487.13867	371.07507	1.29809	0.83250	458.96494	14147.14746	1899	2	1	1	109	121.698	1270.03964	9.31398	21236.0	12909.8	21284.9	12916.8	109.0	109.0
405/647	21396.2	12524.4	21445.0	12531.4	1614.24512	18213.33594	338.98090	0.18335	1.37607	477.46173	18245.82813	1902	2	1	1	-147	-134.231	1596.70306	6.77467	21396.2	12524.4	21445.0	12531.4	-147.0	-147.0
405/647	20572.0	20598.2	20620.8	20605.2	673.86505	25628.70898	357.93530	0.44132	1.45196	464.10764	25887.93164	1902	4	4	1	-196	-183.231	2246.78434	6.90169	20572.0	20598.2	20620.8	20605.2	-196.0	-196.0
405/647	20262.1	15265.4	20311.0	15272.4	1177.21399	6845.20557	307.84039	0.67980	0.86693	505.88220	6764.94482	1906	1	0	1	29	41.8649	600.09658	10.52652	20262.1	15265.4	20311.0	15272.4	29.0	29.0
405/647	21468.9	12578.2	21517.7	12585.2	1070.77808	5589.93408	291.68469	1.42222	0.80612	498.07373	5413.15674	1906	1	5	1	37	49.8649	490.05107	11.33176	21468.9	12578.2	21517.7	12585.2	37.0	37.0
405/647	20952.8	22631.2	21001.6	22638.2	774.77893	5260.11523	332.63565	0.47846	1.02132	450.05035	5206.74121	1922	1	2	1	-14	-0.752824	461.13694	14.27611	20952.8	22631.2	21001.6	22638.2	-14.0	-14.0
405/647	21465.4	12562.9	21514.3	12569.9	873.34033	10058.85742	324.27536	0.02915	0.88596	484.93478	9725.25977	1956	2	0	1	34	48.0594	881.82684	10.31112	21465.4	12562.9	21514.3	12569.9	34.0	34.0
405/647	20860.6	13717.4	20909.5	13724.4	855.11365	14592.97559	317.94373	0.28148	1.27409	480.79523	13880.23828	1965	2	0	1	-95	-80.7255	1279.31801	7.32638	20860.6	13717.4	20909.5	13724.4	-95.0	-95.0
405/647	20753.1	21844.5	20802.0	21851.5	1548.55530	26200.52930	304.12830	0.78417	1.26972	497.96146	25634.88867	1969	3	1	1	-82	-67.63	2296.91394	4.89998	20753.1	21844.5	20802.0	21851.5	-82.0	-82.0
405/647	21575.2	12650.3	21624.1	12657.3	553.58911	27118.63672	380.40109	0.81423	1.47253	491.94754	26504.21875	1984	3	3	1	-239	-224.272	2377.40139	6.74442	21575.2	12650.3	21624.1	12657.3	-239.0	-239.0
405/647	21282.7	12872.6	21331.6	12879.6	1415.67334	13648.36523	309.23944	0.43700	1.08288	491.43146	13290.42773	2002	2	2	1	-36	-20.8416	1196.50714	7.44928	21282.7	12872.6	21331.6	12879.6	-36.0	-36.0
405/647	21528.6	12382.6	21577.4	12389.6	659.37238	14294.39063	330.07413	0.09166	0.79582	490.26425	13645.26563	2012	3	0	1	71	86.3973	1253.14205	9.11927	21528.6	12382.6	21577.4	12389.6	71.0	71.0
405/647	21638.9	12287.2	21687.8	12294.2	879.14581	39259.69141	334.59393	0.06354	0.76669	483.39566	38610.02344	2016	7	1	1	86	101.493	3441.76759	5.29011	21638.9	12287.2	21687.8	12294.2	86.0	86.0
405/647	21635.3	12289.9	21684.1	12296.9	884.74634	13053.60156	367.24222	0.74799	0.74912	461.67114	12651.75488	2024	2	3	1	133	148.684	1144.36617	10.01115	21635.3	12289.9	21684.1	12296.9	133.0	133.0
405/647	20626.6	20740.4	20675.5	20747.4	704.41064	8101.51465	432.94247	0.50585	1.72799	458.86606	7840.02783	2025	1	7	1	-354	-338.292	710.23305	15.51371	20626.6	20740.4	20675.5	20747.4	-354.0	-354.0
405/647	20276.5	14952.3	20325.3	14959.3	651.27753	11367.46875	379.20227	0.56281	0.68166	470.20505	11413.64648	2036	2	4	1	170	185.971	996.54847	11.97491	20276.5	14952.3	20325.3	14959.3	170.0	170.0
405/647	21857.1	12405.1	21905.9	12412.1	1017.38629	8699.14258	373.29770	0.25235	1.75606	494.13535	8733.26270	2042	1	2	1	-266	-249.886	762.62512	11.70946	21857.1	12405.1	21905.9	12412.1	-266.0	-266.0
405/647	21904.1	12177.8	21952.9	12184.8	1358.47620	14641.47656	343.49792	0.27125	1.39017	512.23047	13892.07031	2045	2	1	1	-158	-141.814	1283.56993	8.43494	21904.1	12177.8	21952.9	12184.8	-158.0	-158.0
405/647	21457.3	24003.6	21506.2	24010.6	1057.86926	21673.09375	344.86621	0.00636	1.49635	479.88510	21372.72266	2056	3	1	1	-182	-165.552	1900.00861	6.86117	21457.3	24003.6	21506.2	24010.6	-182.0	-182.0
405/647	21455.2	23955.8	21504.0	23962.8	1020.85223	14996.81738	371.52402	0.42384	1.53912	443.21149	15057.19531	2059	2	4	1	-234	-217.48	1314.72149	8.96431	21455.2	23955.8	21504.0	23962.8	-234.0	-234.0
405/647	20184.5	15714.6	20233.3	15721.6	1143.97363	31654.29492	329.98105	0.38101	1.03438	529.00854	30935.14844	2065	4	6	1	-20	-3.33652	2775.02758	5.29911	20184.5	15714.6	20233.3	15721.6	-20.0	-20.0
405/647	19912.8	17611.2	19961.6	17618.2	514.68616	4890.80029	393.53085	1.45189	0.76669	457.59052	4906.33203	2072	1	3	1	164	180.831	428.76032	20.39568	19912.8	17611.2	19961.6	17618.2	164.0	164.0
405/647	21832.6	12394.9	21881.4	12401.9	784.64355	76706.65625	364.67389	0.05455	1.64937	499.69116	75848.85938	2074	6	3	1	-239	-222.122	6724.61942	3.40007	21832.6	12394.9	21881.4	12401.9	-239.0	-239.0
405/647	20086.5	17918.1	20135.4	17925.1	617.64923	7928.99854	457.40222	0.22472	1.84903	478.21280	7369.42480	2090	1	2	1	-398	-380.739	695.10914	17.63654	20086.5	17918.1	20135.4	17925.1	-398.0	-398.0
405/647	22599.2	26331.4	22648.1	26338.4	873.15137	10308.57227	349.36682	0.92586	0.91152	439.66342	10192.91699	2106	2	0	1	47	64.643	903.71851	11.05877	22599.2	26331.4	22648.1	26338.4	47.0	47.0
405/647	20463.2	20608.0	20512.0	20615.0	964.98370	13303.48145	339.27081	0.71602	0.99844	443.97137	12877.43066	2107	2	0	1	-2	15.6669	1166.27232	8.54208	20463.2	20608.0	20512.0	20615.0	-2.0	-2.0
405/647	21263.1	23502.7	21311.9	23509.7	1165.71606	31727.48047	385.10956	0.59234	1.55528	455.26294	31161.39453	2123	3	1	1	-260	-241.951	2781.44351	5.91252	21263.1	23502.7	21311.9	23509.7	-260.0	-260.0
405/647	21535.0	12511.1	21583.9	12518.1	530.76807	9354.28906	315.78192	0.17402	1.05425	563.40234	8768.88086	2128	2	5	1	-28	-9.83143	820.05965	11.06832	21535.0	12511.1	21583.9	12518.1	-28.0	-28.0
405/647	20883.9	23454.6	20932.7	23461.6	757.79852	4869.63281	323.61697	0.34721	0.78367	454.68393	4462.90186	2133	1	4	1	69	87.288	426.90464	14.60577	20883.9	23454.6	20932.7	23461.6	69.0	69.0
405/647	20948.1	22530.0	20996.9	22537.0	1014.85443	8595.49805	371.52985	0.76680	1.43976	464.18759	8596.43359	2136	1	1	1	-218	-199.64	753.53895	11.50232	20948.1	22530.0	20996.9	22537.0	-218.0	-218.0
405/647	20789.0	22267.2	20837.8	22274.2	1336.68933	11775.28027	321.30731	0.12272	0.89286	452.53113	11269.44434	2154	2	0	1	30	48.7897	1032.29996	8.70045	20789.0	22267.2	20837.8	22274.2	30.0	30.0
405/647	22566.1	25895.8	22614.9	25902.8	1025.46899	12366.01367	327.83237	0.11470	0.89180	463.80957	11943.52148	2154	2	1	1	35	53.7897	1084.08761	8.70229	22566.1	25895.8	22614.9	25902.8	35.0	35.0
405/647	21035.5	23383.2	21084.3	23390.2	790.90479	27477.06836	314.42874	0.23541	1.02288	467.86472	26466.29883	2160	6	0	1	-18	0.933057	2408.82391	6.04568	21035.5	23383.2	21084.3	23390.2	-18.0	-18.0
405/647	21505.6	24494.2	21554.5	24501.2	1017.50854	7385.79346	343.94547	0.87447	0.98293	439.84619	6992.84473	2160	1	1	1	8	26.9331	647.48814	11.30692	21505.6	24494.2	21554.5	24501.2	8.0	8.0
405/647	20047.3	17327.2	20096.1	17334.2	738.98792	13985.27539	392.91211	1.19222	1.42852	455.26630	13469.36035	2161	2	2	1	-254	-235.043	1226.04294	10.52498	20047.3	17327.2	20096.1	17334.2	-254.0	-254.0
405/647	21309.8	12749.9	21358.7	12756.9	719.78424	36620.78125	323.02200	0.09610	1.11519	479.12906	35373.86719	2179	5	2	1	-50	-30.613	3210.42304	4.73125	21309.8	12749.9	21358.7	12756.9	-50.0	-50.0
405/647	21285.2	23627.3	21334.0	23634.3	610.62421	4778.92969	357.13986	1.15877	1.21313	474.86914	4459.27148	2180	1	4	1	-127	-107.589	418.95300	17.82293	21285.2	23627.3	21334.0	23634.3	-127.0	-127.0
405/647	20895.0	13236.0	20943.8	13243.0	713.64502	5536.65723	355.58444	0.47327	0.75310	464.99988	5327.00391	2208	1	2	1	116	136.08	485.38047	15.46073	20895.0	13236.0	20943.8	13243.0	116.0	116.0
405/647	21337.6	12731.3	21386.5	12738.3	1350.73425	8825.01367	326.31180	0.08648	0.90460	499.34106	8866.47363	2211	1	1	1	29	49.1515	773.65983	9.37968	21337.6	12731.3	21386.5	12738.3	29.0	29.0
405/647	20440.6	20640.9	20489.4	20647.9	974.93689	15049.19141	341.56543	0.61039	0.89463	461.22934	14547.53320	2216	2	5	1	46	66.2709	1319.31295	7.90422	20440.6	20640.9	20489.4	20647.9	46.0	46.0
405/647	21079.7	13094.1	21128.6	13101.1	503.56717	4956.70557	400.52341	1.06982	0.69644	443.01309	4864.54199	2217	1	4	1	193	213.295	434.53802	20.53187	21079.7	13094.1	21128.6	13101.1	193.0	193.0
405/647	20429.5	20425.1	20478.3	20432.1	527.85913	2821.39648	295.14340	1.42813	1.48589	440.38760	2786.31006	2218	1	5	1	-115	-94.6813	247.34252	19.75120	20429.5	20425.1	20478.3	20432.1	-115.0	-115.0
405/647	20223.4	15370.2	20272.2	15377.2	641.33484	3433.67383	295.39093	1.10000	0.90592	478.23346	3469.16382	2235	1	2	1	12	32.7248	301.01885	17.18787	20223.4	15370.2	20272.2	15377.2	12.0	12.0
405/647	20919.8	22757.5	20968.6	22764.5	1242.41370	41080.78516	290.94720	1.22232	1.18551	470.27206	40439.18750	2236	6	2	1	-57	-36.2513	3601.41687	3.85267	20919.8	22757.5	20968.6	22764.5	-57.0	-57.0
405/647	20683.3	13903.7	20732.1	13910.7	726.11371	4476.30908	316.96973	0.17603	0.96572	444.10251	4505.43701	2238	1	3	1	2	22.7965	392.42325	15.02753	20683.3	13903.7	20732.1	13910.7	2.0	2.0
